# Force coefficients
# liftDir         : (0.0000000000e+00 0.0000000000e+00 1.0000000000e+00)
# dragDir         : (1.0000000000e+00 0.0000000000e+00 0.0000000000e+00)
# pitchAxis       : (0.0000000000e+00 1.0000000000e+00 0.0000000000e+00)
# magUInf         : 2.5000000000e+02
# lRef            : 1.0000000000e+00
# Aref            : 1.0000000000e+00
# CofR            : (2.0000000000e-01 0.0000000000e+00 0.0000000000e+00)
# Time            	Cm                	Cd                	Cl                	Cl(f)             	Cl(r)             
747               	-6.2877245069e-06	8.1342297005e-03	5.0520260806e-05	1.8972405896e-05	3.1547854910e-05
748               	-6.2578513636e-06	8.1333248766e-03	5.0332321081e-05	1.8908309177e-05	3.1424011904e-05
749               	-6.2281218060e-06	8.1324235338e-03	5.0145101731e-05	1.8844429059e-05	3.1300672671e-05
750               	-6.1985352111e-06	8.1315256406e-03	4.9958601169e-05	1.8780765374e-05	3.1177835796e-05
751               	-6.1690904674e-06	8.1306311735e-03	4.9772817461e-05	1.8717318263e-05	3.1055499198e-05
752               	-6.1397860337e-06	8.1297401221e-03	4.9587746467e-05	1.8654087200e-05	3.0933659267e-05
753               	-6.1106207687e-06	8.1288524880e-03	4.9403383326e-05	1.8591070894e-05	3.0812312432e-05
754               	-6.0815944565e-06	8.1279682681e-03	4.9219724763e-05	1.8528267925e-05	3.0691456838e-05
755               	-6.0527072473e-06	8.1270874465e-03	4.9036768675e-05	1.8465677090e-05	3.0571091585e-05
756               	-6.0239589961e-06	8.1262099998e-03	4.8854513377e-05	1.8403297693e-05	3.0451215685e-05
757               	-5.9953494379e-06	8.1253359079e-03	4.8672958089e-05	1.8341129607e-05	3.0331828482e-05
758               	-5.9668782681e-06	8.1244651433e-03	4.8492101185e-05	1.8279172324e-05	3.0212928860e-05
759               	-5.9385436958e-06	8.1235977458e-03	4.8311939199e-05	1.8217425904e-05	3.0094513295e-05
760               	-5.9103452151e-06	8.1227336750e-03	4.8132466665e-05	1.8155888117e-05	2.9976578547e-05
761               	-5.8822826975e-06	8.1218728951e-03	4.7953680674e-05	1.8094557640e-05	2.9859123035e-05
762               	-5.8543556391e-06	8.1210154042e-03	4.7775581335e-05	1.8033435028e-05	2.9742146307e-05
763               	-5.8265640090e-06	8.1201612097e-03	4.7598168138e-05	1.7972520060e-05	2.9625648078e-05
764               	-5.7989073755e-06	8.1193102931e-03	4.7421436555e-05	1.7911810902e-05	2.9509625653e-05
765               	-5.7713848282e-06	8.1184626288e-03	4.7245381332e-05	1.7851305838e-05	2.9394075494e-05
766               	-5.7439959805e-06	8.1176182007e-03	4.7070001509e-05	1.7791004774e-05	2.9278996735e-05
767               	-5.7167404001e-06	8.1167769978e-03	4.6895296891e-05	1.7730908045e-05	2.9164388846e-05
768               	-5.6896174554e-06	8.1159390112e-03	4.6721265898e-05	1.7671015494e-05	2.9050250405e-05
769               	-5.6626260703e-06	8.1151042327e-03	4.6547904332e-05	1.7611326096e-05	2.8936578237e-05
770               	-5.6357651282e-06	8.1142726532e-03	4.6375207337e-05	1.7551838540e-05	2.8823368797e-05
771               	-5.6090339797e-06	8.1134442613e-03	4.6203171692e-05	1.7492551866e-05	2.8710619826e-05
772               	-5.5824321954e-06	8.1126190434e-03	4.6031795270e-05	1.7433465439e-05	2.8598329830e-05
773               	-5.5559593876e-06	8.1117969863e-03	4.5861076419e-05	1.7374578822e-05	2.8486497597e-05
774               	-5.5296147763e-06	8.1109780775e-03	4.5691012409e-05	1.7315891428e-05	2.8375120981e-05
775               	-5.5033974481e-06	8.1101623071e-03	4.5521600237e-05	1.7257402670e-05	2.8264197567e-05
776               	-5.4773064607e-06	8.1093496649e-03	4.5352836912e-05	1.7199111995e-05	2.8153724917e-05
777               	-5.4513408415e-06	8.1085401381e-03	4.5184719055e-05	1.7141018686e-05	2.8043700369e-05
778               	-5.4254997512e-06	8.1077337147e-03	4.5017243476e-05	1.7083121987e-05	2.7934121489e-05
779               	-5.3997826844e-06	8.1069303870e-03	4.4850407959e-05	1.7025421295e-05	2.7824986664e-05
780               	-5.3741889789e-06	8.1061301444e-03	4.4684209385e-05	1.6967915714e-05	2.7716293671e-05
781               	-5.3487181730e-06	8.1053329719e-03	4.4518645085e-05	1.6910604370e-05	2.7608040716e-05
782               	-5.3233698242e-06	8.1045388538e-03	4.4353712660e-05	1.6853486506e-05	2.7500226154e-05
783               	-5.2981432511e-06	8.1037477775e-03	4.4189409655e-05	1.6796561577e-05	2.7392848079e-05
784               	-5.2730375955e-06	8.1029597341e-03	4.4025733273e-05	1.6739829041e-05	2.7285904232e-05
785               	-5.2480519731e-06	8.1021747160e-03	4.3862680532e-05	1.6683288293e-05	2.7179392239e-05
786               	-5.2231858166e-06	8.1013927130e-03	4.3700249024e-05	1.6626938695e-05	2.7073310329e-05
787               	-5.1984388381e-06	8.1006137124e-03	4.3538437185e-05	1.6570779755e-05	2.6967657431e-05
788               	-5.1738106910e-06	8.0998377010e-03	4.3377243207e-05	1.6514810913e-05	2.6862432295e-05
789               	-5.1493008770e-06	8.0990646717e-03	4.3216665114e-05	1.6459031680e-05	2.6757633434e-05
790               	-5.1249088777e-06	8.0982946129e-03	4.3056700295e-05	1.6403441270e-05	2.6653259025e-05
791               	-5.1006339917e-06	8.0975275050e-03	4.2897345078e-05	1.6348038547e-05	2.6549306531e-05
792               	-5.0764755222e-06	8.0967633305e-03	4.2738596437e-05	1.6292822697e-05	2.6445773741e-05
793               	-5.0524327641e-06	8.0960020812e-03	4.2580452123e-05	1.6237793297e-05	2.6342658825e-05
794               	-5.0285052178e-06	8.0952437608e-03	4.2422910904e-05	1.6182950234e-05	2.6239960670e-05
795               	-5.0046923326e-06	8.0944883639e-03	4.2265970440e-05	1.6128292887e-05	2.6137677553e-05
796               	-4.9809934855e-06	8.0937358734e-03	4.2109627537e-05	1.6073820283e-05	2.6035807254e-05
797               	-4.9574080820e-06	8.0929862688e-03	4.1953879421e-05	1.6019531629e-05	2.5934347793e-05
798               	-4.9339356605e-06	8.0922395352e-03	4.1798724366e-05	1.5965426522e-05	2.5833297843e-05
799               	-4.9105756157e-06	8.0914956644e-03	4.1644160195e-05	1.5911504482e-05	2.5732655713e-05
800               	-4.8873272985e-06	8.0907546514e-03	4.1490183996e-05	1.5857764699e-05	2.5632419296e-05
801               	-4.8641900819e-06	8.0900164891e-03	4.1336792796e-05	1.5804206316e-05	2.5532586480e-05
802               	-4.8411634888e-06	8.0892811668e-03	4.1183984290e-05	1.5750828656e-05	2.5433155634e-05
803               	-4.8182469107e-06	8.0885486701e-03	4.1031756281e-05	1.5697631230e-05	2.5334125051e-05
804               	-4.7954399301e-06	8.0878189855e-03	4.0880107287e-05	1.5644613714e-05	2.5235493574e-05
805               	-4.7727430479e-06	8.0870921018e-03	4.0729038403e-05	1.5591776154e-05	2.5137262249e-05
806               	-4.7501548696e-06	8.0863680105e-03	4.0578544969e-05	1.5539117615e-05	2.5039427354e-05
807               	-4.7276731364e-06	8.0856467037e-03	4.0428619576e-05	1.5486636651e-05	2.4941982924e-05
808               	-4.7052963658e-06	8.0849281717e-03	4.0279256745e-05	1.5434332007e-05	2.4844924738e-05
809               	-4.6830258689e-06	8.0842124023e-03	4.0130458749e-05	1.5382203506e-05	2.4748255243e-05
810               	-4.6608634265e-06	8.0834993833e-03	3.9982229902e-05	1.5330251524e-05	2.4651978377e-05
811               	-4.6388091859e-06	8.0827891047e-03	3.9834570773e-05	1.5278476201e-05	2.4556094572e-05
812               	-4.6168613252e-06	8.0820815571e-03	3.9687476298e-05	1.5226876824e-05	2.4460599474e-05
813               	-4.5950177095e-06	8.0813767317e-03	3.9540940010e-05	1.5175452296e-05	2.4365487715e-05
814               	-4.5732773668e-06	8.0806746202e-03	3.9394958190e-05	1.5124201728e-05	2.4270756462e-05
815               	-4.5516406287e-06	8.0799752083e-03	3.9249530294e-05	1.5073124518e-05	2.4176405775e-05
816               	-4.5301078344e-06	8.0792784807e-03	3.9104656411e-05	1.5022220371e-05	2.4082436040e-05
817               	-4.5086788686e-06	8.0785844185e-03	3.8960335488e-05	1.4971488876e-05	2.3988846613e-05
818               	-4.4873528897e-06	8.0778930207e-03	3.8816565540e-05	1.4920929880e-05	2.3895635659e-05
819               	-4.4661289008e-06	8.0772042910e-03	3.8673343781e-05	1.4870542990e-05	2.3802800791e-05
820               	-4.4450061675e-06	8.0765182232e-03	3.8530666904e-05	1.4820327285e-05	2.3710339620e-05
821               	-4.4239841241e-06	8.0758347998e-03	3.8388531646e-05	1.4770281699e-05	2.3618249947e-05
822               	-4.4030628616e-06	8.0751540018e-03	3.8246937538e-05	1.4720405908e-05	2.3526531631e-05
823               	-4.3822422917e-06	8.0744758149e-03	3.8105884384e-05	1.4670699900e-05	2.3435184484e-05
824               	-4.3615221496e-06	8.0738002328e-03	3.7965371516e-05	1.4621163608e-05	2.3344207907e-05
825               	-4.3409004546e-06	8.0731272492e-03	3.7825392119e-05	1.4571795605e-05	2.3253596514e-05
826               	-4.3203765898e-06	8.0724568582e-03	3.7685943709e-05	1.4522595265e-05	2.3163348444e-05
827               	-4.2999505141e-06	8.0717890503e-03	3.7547025654e-05	1.4473562313e-05	2.3073463341e-05
828               	-4.2796222944e-06	8.0711238134e-03	3.7408637680e-05	1.4424696546e-05	2.2983941134e-05
829               	-4.2593914170e-06	8.0704611351e-03	3.7270777700e-05	1.4375997433e-05	2.2894780267e-05
830               	-4.2392571446e-06	8.0698010041e-03	3.7133442763e-05	1.4327464237e-05	2.2805978526e-05
831               	-4.2192187821e-06	8.0691434117e-03	3.6996629872e-05	1.4279096154e-05	2.2717533718e-05
832               	-4.1992759299e-06	8.0684883501e-03	3.6860337101e-05	1.4230892621e-05	2.2629444480e-05
833               	-4.1794283370e-06	8.0678358111e-03	3.6724563326e-05	1.4182853326e-05	2.2541710000e-05
834               	-4.1596757826e-06	8.0671857848e-03	3.6589307604e-05	1.4134978019e-05	2.2454329584e-05
835               	-4.1400176268e-06	8.0665382604e-03	3.6454567537e-05	1.4087266142e-05	2.2367301395e-05
836               	-4.1204532162e-06	8.0658932273e-03	3.6320340705e-05	1.4039717136e-05	2.2280623569e-05
837               	-4.1009821131e-06	8.0652506762e-03	3.6186625000e-05	1.3992330387e-05	2.2194294613e-05
838               	-4.0816039235e-06	8.0646105984e-03	3.6053418407e-05	1.3945105280e-05	2.2108313127e-05
839               	-4.0623182811e-06	8.0639729854e-03	3.5920719283e-05	1.3898041360e-05	2.2022677923e-05
840               	-4.0431247789e-06	8.0633378281e-03	3.5788525850e-05	1.3851138146e-05	2.1937387704e-05
841               	-4.0240228946e-06	8.0627051153e-03	3.5656836033e-05	1.3804395122e-05	2.1852440911e-05
842               	-4.0050120330e-06	8.0620748376e-03	3.5525647476e-05	1.3757811705e-05	2.1767835771e-05
843               	-3.9860916265e-06	8.0614469878e-03	3.5394957842e-05	1.3711387295e-05	2.1683570547e-05
844               	-3.9672611969e-06	8.0608215577e-03	3.5264764852e-05	1.3665121229e-05	2.1599643623e-05
845               	-3.9485203868e-06	8.0601985374e-03	3.5135066617e-05	1.3619012922e-05	2.1516053695e-05
846               	-3.9298688871e-06	8.0595779167e-03	3.5005861602e-05	1.3573061914e-05	2.1432799688e-05
847               	-3.9113063636e-06	8.0589596854e-03	3.4877148308e-05	1.3527267790e-05	2.1349880518e-05
848               	-3.8928323311e-06	8.0583438343e-03	3.4748924683e-05	1.3481630011e-05	2.1267294673e-05
849               	-3.8744460282e-06	8.0577303584e-03	3.4621187894e-05	1.3436147919e-05	2.1185039975e-05
850               	-3.8561464764e-06	8.0571192741e-03	3.4493935521e-05	1.3390821284e-05	2.1103114237e-05
851               	-3.8379338163e-06	8.0565105576e-03	3.4367165952e-05	1.3345649160e-05	2.1021516792e-05
852               	-3.8198081955e-06	8.0559041586e-03	3.4240876862e-05	1.3300630236e-05	2.0940246627e-05
853               	-3.8017696781e-06	8.0553000610e-03	3.4115068941e-05	1.3255764792e-05	2.0859304149e-05
854               	-3.7838171030e-06	8.0546982819e-03	3.3989740216e-05	1.3211053005e-05	2.0778687211e-05
855               	-3.7659490494e-06	8.0540988384e-03	3.3864885575e-05	1.3166493738e-05	2.0698391837e-05
856               	-3.7481650417e-06	8.0535017259e-03	3.3740500773e-05	1.3122085345e-05	2.0618415428e-05
857               	-3.7304651923e-06	8.0529069226e-03	3.3616584287e-05	1.3077826951e-05	2.0538757336e-05
858               	-3.7128498388e-06	8.0523144039e-03	3.3493137185e-05	1.3033718754e-05	2.0459418431e-05
859               	-3.6953187080e-06	8.0517241559e-03	3.3370159473e-05	1.2989761029e-05	2.0380398445e-05
860               	-3.6778710403e-06	8.0511361756e-03	3.3247648994e-05	1.2945953457e-05	2.0301695537e-05
861               	-3.6605058563e-06	8.0505504638e-03	3.3125601509e-05	1.2902294898e-05	2.0223306611e-05
862               	-3.6432535286e-06	8.0499670154e-03	3.3004076084e-05	1.2858784514e-05	2.0145291571e-05
863               	-3.6262282310e-06	8.0493858149e-03	3.2883303944e-05	1.2815423741e-05	2.0067880203e-05
864               	-3.6092918753e-06	8.0488068470e-03	3.2763009505e-05	1.2772212877e-05	1.9990796628e-05
865               	-3.5922155820e-06	8.0482301040e-03	3.2642747797e-05	1.2729158316e-05	1.9913589480e-05
866               	-3.5749492921e-06	8.0476555800e-03	3.2522427383e-05	1.2686264399e-05	1.9836162984e-05
867               	-3.5576055125e-06	8.0470832641e-03	3.2402275785e-05	1.2643532380e-05	1.9758743405e-05
868               	-3.5403250867e-06	8.0465131384e-03	3.2282565281e-05	1.2600957554e-05	1.9681607727e-05
869               	-3.5231883994e-06	8.0459451798e-03	3.2163431756e-05	1.2558527478e-05	1.9604904277e-05
870               	-3.5062138219e-06	8.0453793664e-03	3.2044879977e-05	1.2516226166e-05	1.9528653810e-05
871               	-3.4893992355e-06	8.0448156834e-03	3.1926884064e-05	1.2474042797e-05	1.9452841268e-05
872               	-3.4727504019e-06	8.0442541258e-03	3.1809451849e-05	1.2431975523e-05	1.9377476326e-05
873               	-3.4562798851e-06	8.0436946963e-03	3.1692624034e-05	1.2390032132e-05	1.9302591902e-05
874               	-3.4399870499e-06	8.0431374056e-03	3.1576420141e-05	1.2348223021e-05	1.9228197120e-05
875               	-3.4238457208e-06	8.0425822617e-03	3.1460801379e-05	1.2306554969e-05	1.9154246410e-05
876               	-3.4078101055e-06	8.0420292648e-03	3.1345679952e-05	1.2265029871e-05	1.9080650081e-05
877               	-3.3918321104e-06	8.0414784086e-03	3.1230958750e-05	1.2223647264e-05	1.9007311485e-05
878               	-3.3758764866e-06	8.0409296848e-03	3.1116567977e-05	1.2182407502e-05	1.8934160475e-05
879               	-3.3599252204e-06	8.0403830853e-03	3.1002475182e-05	1.2141312371e-05	1.8861162811e-05
880               	-3.3439729928e-06	8.0398386025e-03	3.0888672957e-05	1.2100363486e-05	1.8788309472e-05
881               	-3.3280222988e-06	8.0392962266e-03	3.0775165343e-05	1.2059560373e-05	1.8715604970e-05
882               	-3.3120820929e-06	8.0387559470e-03	3.0661964195e-05	1.2018900005e-05	1.8643064190e-05
883               	-3.2961688600e-06	8.0382177533e-03	3.0549093778e-05	1.1978378029e-05	1.8570715749e-05
884               	-3.2803064103e-06	8.0376816346e-03	3.0436593191e-05	1.1937990185e-05	1.8498603006e-05
885               	-3.2645222914e-06	8.0371475800e-03	3.0324510882e-05	1.1897733150e-05	1.8426777733e-05
886               	-3.2488419963e-06	8.0366155797e-03	3.0212893415e-05	1.1857604711e-05	1.8355288704e-05
887               	-3.2332846470e-06	8.0360856249e-03	3.0101776679e-05	1.1817603693e-05	1.8284172987e-05
888               	-3.2178605228e-06	8.0355577090e-03	2.9991180054e-05	1.1777729504e-05	1.8213450550e-05
889               	-3.2025719741e-06	8.0350318293e-03	2.9881108836e-05	1.1737982444e-05	1.8143126392e-05
890               	-3.1874145793e-06	8.0345079828e-03	2.9771556211e-05	1.1698363526e-05	1.8073192685e-05
891               	-3.1723783263e-06	8.0339861613e-03	2.9662504968e-05	1.1658874158e-05	1.8003630810e-05
892               	-3.1574491127e-06	8.0334663532e-03	2.9553930516e-05	1.1619516145e-05	1.7934414371e-05
893               	-3.1426105091e-06	8.0329485483e-03	2.9445803987e-05	1.1580291484e-05	1.7865512502e-05
894               	-3.1278459935e-06	8.0324327403e-03	2.9338095859e-05	1.1541201936e-05	1.7796893923e-05
895               	-3.1131479115e-06	8.0319189173e-03	2.9230746841e-05	1.1502225509e-05	1.7728521332e-05
896               	-3.0985030429e-06	8.0314070540e-03	2.9123740345e-05	1.1463367130e-05	1.7660373215e-05
897               	-3.0838926083e-06	8.0308971592e-03	2.9017140199e-05	1.1424677491e-05	1.7592462708e-05
898               	-3.0693213404e-06	8.0303892613e-03	2.8910953797e-05	1.1386155558e-05	1.7524798239e-05
899               	-3.0547955564e-06	8.0298833559e-03	2.8805136249e-05	1.1347772568e-05	1.7457363681e-05
900               	-3.0403182110e-06	8.0293794049e-03	2.8699640459e-05	1.1309502018e-05	1.7390138441e-05
901               	-3.0258968426e-06	8.0288773767e-03	2.8594466925e-05	1.1271336620e-05	1.7323130305e-05
902               	-3.0115442581e-06	8.0283772700e-03	2.8489667193e-05	1.1233289339e-05	1.7256377855e-05
903               	-2.9972703217e-06	8.0278790988e-03	2.8385301477e-05	1.1195380417e-05	1.7189921060e-05
904               	-2.9830774391e-06	8.0273828661e-03	2.8281395429e-05	1.1157620275e-05	1.7123775154e-05
905               	-2.9689642536e-06	8.0268885579e-03	2.8177931543e-05	1.1120001518e-05	1.7057930025e-05
906               	-2.9549311511e-06	8.0263961560e-03	2.8074875443e-05	1.1082506570e-05	1.6992368872e-05
907               	-2.9409800357e-06	8.0259056508e-03	2.7972204811e-05	1.1045122370e-05	1.6927082441e-05
908               	-2.9271099194e-06	8.0254170410e-03	2.7869917981e-05	1.1007849071e-05	1.6862068910e-05
909               	-2.9133152803e-06	8.0249303261e-03	2.7768023777e-05	1.0970696608e-05	1.6797327169e-05
910               	-2.8995890492e-06	8.0244455006e-03	2.7666528223e-05	1.0933675062e-05	1.6732853161e-05
911               	-2.8859264429e-06	8.0239625546e-03	2.7565428073e-05	1.0896787594e-05	1.6668640480e-05
912               	-2.8723257086e-06	8.0234814781e-03	2.7464713529e-05	1.0860031056e-05	1.6604682473e-05
913               	-2.8587861125e-06	8.0230022629e-03	2.7364374018e-05	1.0823400896e-05	1.6540973121e-05
914               	-2.8453058718e-06	8.0225249024e-03	2.7264401678e-05	1.0786894967e-05	1.6477506711e-05
915               	-2.8318833319e-06	8.0220493846e-03	2.7164791431e-05	1.0750512383e-05	1.6414279047e-05
916               	-2.8185181835e-06	8.0215756961e-03	2.7065541979e-05	1.0714252806e-05	1.6351289173e-05
917               	-2.8052084150e-06	8.0211038209e-03	2.6966658060e-05	1.0678120615e-05	1.6288537445e-05
918               	-2.7919572735e-06	8.0206337582e-03	2.6868141978e-05	1.0642113715e-05	1.6226028262e-05
919               	-2.7787694206e-06	8.0201655073e-03	2.6769992837e-05	1.0606226998e-05	1.6163765839e-05
920               	-2.7656477027e-06	8.0196990657e-03	2.6672210385e-05	1.0570457490e-05	1.6101752895e-05
921               	-2.7525927155e-06	8.0192344288e-03	2.6574797528e-05	1.0534806048e-05	1.6039991479e-05
922               	-2.7396033545e-06	8.0187715906e-03	2.6477757348e-05	1.0499275319e-05	1.5978482028e-05
923               	-2.7266773487e-06	8.0183105440e-03	2.6381088561e-05	1.0463866932e-05	1.5917221629e-05
924               	-2.7138124615e-06	8.0178512814e-03	2.6284785466e-05	1.0428580271e-05	1.5856205194e-05
925               	-2.7010082162e-06	8.0173937956e-03	2.6188844124e-05	1.0393413846e-05	1.5795430278e-05
926               	-2.6882649218e-06	8.0169380793e-03	2.6093262291e-05	1.0358366224e-05	1.5734896067e-05
927               	-2.6755823903e-06	8.0164841257e-03	2.5998038307e-05	1.0323436763e-05	1.5674601544e-05
928               	-2.6629596772e-06	8.0160319280e-03	2.5903170710e-05	1.0288625678e-05	1.5614545032e-05
929               	-2.6503953299e-06	8.0155814793e-03	2.5808656971e-05	1.0253933155e-05	1.5554723815e-05
930               	-2.6378886299e-06	8.0151327728e-03	2.5714495365e-05	1.0219359053e-05	1.5495136312e-05
931               	-2.6254401113e-06	8.0146858016e-03	2.5620686051e-05	1.0184902914e-05	1.5435783137e-05
932               	-2.6130506696e-06	8.0142405595e-03	2.5527229567e-05	1.0150564114e-05	1.5376665453e-05
933               	-2.6007200615e-06	8.0137970402e-03	2.5434123917e-05	1.0116341897e-05	1.5317782020e-05
934               	-2.5884466754e-06	8.0133552367e-03	2.5341364210e-05	1.0082235430e-05	1.5259128780e-05
935               	-2.5762293611e-06	8.0129151421e-03	2.5248947179e-05	1.0048244228e-05	1.5200702951e-05
936               	-2.5640681569e-06	8.0124767491e-03	2.5156872265e-05	1.0014367976e-05	1.5142504289e-05
937               	-2.5519642534e-06	8.0120400511e-03	2.5065141247e-05	9.9806063702e-06	1.5084534877e-05
938               	-2.5399192078e-06	8.0116050416e-03	2.4973756087e-05	9.9469588359e-06	1.5026797251e-05
939               	-2.5279341769e-06	8.0111717148e-03	2.4882717889e-05	9.9134247676e-06	1.4969293121e-05
940               	-2.5160097642e-06	8.0107400653e-03	2.4792027052e-05	9.8800037618e-06	1.4912023290e-05
941               	-2.5041455305e-06	8.0103100876e-03	2.4701682398e-05	9.8466956685e-06	1.4854986729e-05
942               	-2.4923399034e-06	8.0098817755e-03	2.4611680729e-05	9.8135004609e-06	1.4798180268e-05
943               	-2.4805906142e-06	8.0094551224e-03	2.4522017925e-05	9.7804183481e-06	1.4741599577e-05
944               	-2.4688952910e-06	8.0090301211e-03	2.4432689047e-05	9.7474492324e-06	1.4685239814e-05
945               	-2.4572523805e-06	8.0086067643e-03	2.4343690293e-05	9.7145927661e-06	1.4629097527e-05
946               	-2.4456613995e-06	8.0081850450e-03	2.4255019185e-05	9.6818481929e-06	1.4573170992e-05
947               	-2.4341231116e-06	8.0077649566e-03	2.4166675404e-05	9.6492145905e-06	1.4517460814e-05
948               	-2.4226390470e-06	8.0073464936e-03	2.4078660384e-05	9.6166911451e-06	1.4461969239e-05
949               	-2.4112108132e-06	8.0069296505e-03	2.3990976177e-05	9.5842772752e-06	1.4406698902e-05
950               	-2.3998394311e-06	8.0065144221e-03	2.3903624199e-05	9.5519726683e-06	1.4351651531e-05
951               	-2.3885249029e-06	8.0061008027e-03	2.3816604229e-05	9.5197772118e-06	1.4296827018e-05
952               	-2.3772663899e-06	8.0056887862e-03	2.3729914484e-05	9.4876908520e-06	1.4242223632e-05
953               	-2.3660625310e-06	8.0052783660e-03	2.3643552035e-05	9.4557134865e-06	1.4187838548e-05
954               	-2.3549118547e-06	8.0048695355e-03	2.3557513399e-05	9.4238448447e-06	1.4133668554e-05
955               	-2.3438132473e-06	8.0044622880e-03	2.3471795566e-05	9.3920845355e-06	1.4079711030e-05
956               	-2.3327660876e-06	8.0040566171e-03	2.3386396435e-05	9.3604321301e-06	1.4025964305e-05
957               	-2.3217702269e-06	8.0036525167e-03	2.3301314707e-05	9.3288871268e-06	1.3972427581e-05
958               	-2.3108258345e-06	8.0032499809e-03	2.3216549674e-05	9.2974490023e-06	1.3919100671e-05
959               	-2.2999332115e-06	8.0028490040e-03	2.3132100980e-05	9.2661172786e-06	1.3865983702e-05
960               	-2.2890925653e-06	8.0024495805e-03	2.3047968341e-05	9.2348916050e-06	1.3813076736e-05
961               	-2.2783038420e-06	8.0020517045e-03	2.2964150835e-05	9.2037715756e-06	1.3760379260e-05
962               	-2.2675668463e-06	8.0016553704e-03	2.2880647494e-05	9.1727569005e-06	1.3707890593e-05
963               	-2.2568811761e-06	8.0012605724e-03	2.2797456992e-05	9.1418473200e-06	1.3655609672e-05
964               	-2.2462462479e-06	8.0008673045e-03	2.2714577611e-05	9.1110425574e-06	1.3603535053e-05
965               	-2.2356615109e-06	8.0004755607e-03	2.2632007650e-05	9.0803423141e-06	1.3551665336e-05
966               	-2.2251266033e-06	8.0000853351e-03	2.2549745733e-05	9.0497462630e-06	1.3499999470e-05
967               	-2.2146411805e-06	7.9996966218e-03	2.2467790492e-05	9.0192540653e-06	1.3448536426e-05
968               	-2.2042050153e-06	7.9993094148e-03	2.2386140624e-05	8.9888652965e-06	1.3397275327e-05
969               	-2.1938179509e-06	7.9989237081e-03	2.2304795022e-05	8.9585795600e-06	1.3346215462e-05
970               	-2.1834798442e-06	7.9985394960e-03	2.2223752539e-05	8.9283964251e-06	1.3295356114e-05
971               	-2.1731906269e-06	7.9981567731e-03	2.2143012377e-05	8.8983155615e-06	1.3244696815e-05
972               	-2.1629500452e-06	7.9977755341e-03	2.2062573299e-05	8.8683366042e-06	1.3194236695e-05
973               	-2.1527579209e-06	7.9973957735e-03	2.1982434368e-05	8.8384592630e-06	1.3143975105e-05
974               	-2.1426138900e-06	7.9970174850e-03	2.1902594100e-05	8.8086831598e-06	1.3093910940e-05
975               	-2.1325175835e-06	7.9966406626e-03	2.1823050944e-05	8.7790078887e-06	1.3044043056e-05
976               	-2.1224686419e-06	7.9962653013e-03	2.1743803643e-05	8.7494331797e-06	1.2994370463e-05
977               	-2.1124668404e-06	7.9958913965e-03	2.1664851269e-05	8.7199587941e-06	1.2944892475e-05
978               	-2.1025119404e-06	7.9955189429e-03	2.1586192589e-05	8.6905843542e-06	1.2895608235e-05
979               	-2.0926036953e-06	7.9951479340e-03	2.1507826348e-05	8.6613094790e-06	1.2846516870e-05
980               	-2.0827418421e-06	7.9947783629e-03	2.1429751234e-05	8.6321337750e-06	1.2797617459e-05
981               	-2.0729262677e-06	7.9944102239e-03	2.1351966440e-05	8.6030569523e-06	1.2748909488e-05
982               	-2.0631567698e-06	7.9940435122e-03	2.1274470906e-05	8.5740786830e-06	1.2700392223e-05
983               	-2.0534331851e-06	7.9936782233e-03	2.1197263501e-05	8.5451985652e-06	1.2652064935e-05
984               	-2.0437553824e-06	7.9933143520e-03	2.1120343134e-05	8.5164161848e-06	1.2603926950e-05
985               	-2.0341230673e-06	7.9929518928e-03	2.1043708488e-05	8.4877311769e-06	1.2555977311e-05
986               	-2.0245354998e-06	7.9925908403e-03	2.0967356912e-05	8.4591429564e-06	1.2508213956e-05
987               	-2.0149925898e-06	7.9922311887e-03	2.0891287617e-05	8.4306512187e-06	1.2460636398e-05
988               	-2.0054951300e-06	7.9918729330e-03	2.0815502357e-05	8.4022560485e-06	1.2413246308e-05
989               	-1.9960428329e-06	7.9915160682e-03	2.0739999984e-05	8.3739571589e-06	1.2366042825e-05
990               	-1.9866351333e-06	7.9911605889e-03	2.0664778687e-05	8.3457542101e-06	1.2319024477e-05
991               	-1.9772714360e-06	7.9908064895e-03	2.0589836383e-05	8.3176467553e-06	1.2272189627e-05
992               	-1.9679514971e-06	7.9904537642e-03	2.0515171862e-05	8.2896344341e-06	1.2225537428e-05
993               	-1.9586752684e-06	7.9901024074e-03	2.0440784276e-05	8.2617168698e-06	1.2179067407e-05
994               	-1.9494432503e-06	7.9897524147e-03	2.0366674550e-05	8.2338940246e-06	1.2132780525e-05
995               	-1.9402552808e-06	7.9894037791e-03	2.0292841798e-05	8.2061656185e-06	1.2086676180e-05
996               	-1.9311105318e-06	7.9890564994e-03	2.0219283728e-05	8.1785313324e-06	1.2040752396e-05
997               	-1.9220023637e-06	7.9887105621e-03	2.0146008432e-05	8.1510018524e-06	1.1995006580e-05
998               	-1.9129377318e-06	7.9883659412e-03	2.0073025598e-05	8.1235750672e-06	1.1949450531e-05
999               	-1.9039194977e-06	7.9880226322e-03	2.0000331363e-05	8.0962461839e-06	1.1904085179e-05
1000              	-1.8949434195e-06	7.9876806446e-03	1.9927899028e-05	8.0690060945e-06	1.1858892934e-05
