# Force coefficients
# liftDir         : (0.0000000000e+00 0.0000000000e+00 1.0000000000e+00)
# dragDir         : (1.0000000000e+00 0.0000000000e+00 0.0000000000e+00)
# pitchAxis       : (0.0000000000e+00 1.0000000000e+00 0.0000000000e+00)
# magUInf         : 2.5000000000e+02
# lRef            : 1.0000000000e+00
# Aref            : 1.0000000000e+00
# CofR            : (2.0000000000e-01 0.0000000000e+00 0.0000000000e+00)
# Time            	Cm                	Cd                	Cl                	Cl(f)             	Cl(r)             
493               	-2.1206218052e-05	8.5226842215e-03	1.3238659501e-04	4.4987079455e-05	8.7399515559e-05
494               	-2.1103837818e-05	8.5203069138e-03	1.3187307273e-04	4.4832698549e-05	8.7040374185e-05
495               	-2.1003292104e-05	8.5179380313e-03	1.3136400658e-04	4.4678711186e-05	8.6685295393e-05
496               	-2.0904243441e-05	8.5155784046e-03	1.3085886061e-04	4.4525186865e-05	8.6333673748e-05
497               	-2.0806299056e-05	8.5132282789e-03	1.3035702729e-04	4.4372214590e-05	8.5984812701e-05
498               	-2.0709130780e-05	8.5108873009e-03	1.2985792706e-04	4.4219832748e-05	8.5638094309e-05
499               	-2.0612254072e-05	8.5085549858e-03	1.2936062216e-04	4.4068057008e-05	8.5292565152e-05
500               	-2.0515260208e-05	8.5062310567e-03	1.2886438366e-04	4.3916931621e-05	8.4947452037e-05
501               	-2.0418086869e-05	8.5039155848e-03	1.2836912988e-04	4.3766478069e-05	8.4602651807e-05
502               	-2.0320749094e-05	8.5016087579e-03	1.2787479034e-04	4.3616646075e-05	8.4258144264e-05
503               	-2.0223284815e-05	8.4993107120e-03	1.2738135888e-04	4.3467394626e-05	8.3913964256e-05
504               	-2.0125739111e-05	8.4970214684e-03	1.2688892369e-04	4.3318722733e-05	8.3570200956e-05
505               	-2.0028255888e-05	8.4947409484e-03	1.2639775830e-04	4.3170623264e-05	8.3227135041e-05
506               	-1.9931064589e-05	8.4924690380e-03	1.2590826869e-04	4.3023069755e-05	8.2885198932e-05
507               	-1.9834422101e-05	8.4902056378e-03	1.2542087031e-04	4.2876013055e-05	8.2544857256e-05
508               	-1.9738483505e-05	8.4879507032e-03	1.2493578530e-04	4.2729409142e-05	8.2206376153e-05
509               	-1.9643315174e-05	8.4857042371e-03	1.2445311592e-04	4.2583242784e-05	8.1869873133e-05
510               	-1.9548955368e-05	8.4834662840e-03	1.2397296844e-04	4.2437528852e-05	8.1535439589e-05
511               	-1.9455418488e-05	8.4812368394e-03	1.2349542833e-04	4.2292295675e-05	8.1203132652e-05
512               	-1.9362659568e-05	8.4790158348e-03	1.2302044730e-04	4.2147564083e-05	8.0872883219e-05
513               	-1.9270565927e-05	8.4768031742e-03	1.2254780171e-04	4.2003334930e-05	8.0544466784e-05
514               	-1.9178992930e-05	8.4745988258e-03	1.2207719221e-04	4.1859603173e-05	8.0217589033e-05
515               	-1.9087806357e-05	8.4724027361e-03	1.2160836557e-04	4.1716376426e-05	7.9891989141e-05
516               	-1.8996904036e-05	8.4702149186e-03	1.2114115964e-04	4.1573675786e-05	7.9567483858e-05
517               	-1.8906223169e-05	8.4680354518e-03	1.2067548833e-04	4.1431520996e-05	7.9243967333e-05
518               	-1.8815738657e-05	8.4658643433e-03	1.2021130561e-04	4.1289914150e-05	7.8921391464e-05
519               	-1.8725456770e-05	8.4637014578e-03	1.1974858069e-04	4.1148833575e-05	7.8599747114e-05
520               	-1.8635411856e-05	8.4615466267e-03	1.1928734582e-04	4.1008261052e-05	7.8279084763e-05
521               	-1.8545665385e-05	8.4593997891e-03	1.1882771646e-04	4.0868192845e-05	7.7959523614e-05
522               	-1.8456287194e-05	8.4572609887e-03	1.1836982793e-04	4.0728626769e-05	7.7641201157e-05
523               	-1.8367342792e-05	8.4551302995e-03	1.1791378744e-04	4.0589550928e-05	7.7324236511e-05
524               	-1.8278894557e-05	8.4530077269e-03	1.1745967711e-04	4.0450943996e-05	7.7008733110e-05
525               	-1.8190989113e-05	8.4508932273e-03	1.1700762847e-04	4.0312825121e-05	7.6694803346e-05
526               	-1.8103637692e-05	8.4487866882e-03	1.1655774374e-04	4.0175234177e-05	7.6382509562e-05
527               	-1.8016804854e-05	8.4466880322e-03	1.1610996709e-04	4.0038178691e-05	7.6071788398e-05
528               	-1.7930469419e-05	8.4445972131e-03	1.1566409726e-04	3.9901579211e-05	7.5762518049e-05
529               	-1.7844652905e-05	8.4425142290e-03	1.1522004383e-04	3.9765369009e-05	7.5454674819e-05
530               	-1.7759370462e-05	8.4404390927e-03	1.1477788926e-04	3.9629574168e-05	7.5148315091e-05
531               	-1.7674571816e-05	8.4383718038e-03	1.1433769270e-04	3.9494274536e-05	7.4843418168e-05
532               	-1.7590156821e-05	8.4363123295e-03	1.1389935676e-04	3.9359521560e-05	7.4539835201e-05
533               	-1.7506050202e-05	8.4342606133e-03	1.1346271084e-04	3.9225305220e-05	7.4237405623e-05
534               	-1.7422246852e-05	8.4322165974e-03	1.1302765619e-04	3.9091581243e-05	7.3936074948e-05
535               	-1.7338785330e-05	8.4301802367e-03	1.1259420508e-04	3.8958317208e-05	7.3635887868e-05
536               	-1.7255689853e-05	8.4281515649e-03	1.1216240885e-04	3.8825514573e-05	7.3336894279e-05
537               	-1.7172951884e-05	8.4261305671e-03	1.1173229373e-04	3.8693194983e-05	7.3039098751e-05
538               	-1.7090558312e-05	8.4241171415e-03	1.1130384433e-04	3.8561363854e-05	7.2742480478e-05
539               	-1.7008514229e-05	8.4221111805e-03	1.1087707101e-04	3.8430021273e-05	7.2447049732e-05
540               	-1.6926858147e-05	8.4201127126e-03	1.1045200307e-04	3.8299143390e-05	7.2152859683e-05
541               	-1.6845633665e-05	8.4181217389e-03	1.1002867587e-04	3.8168704269e-05	7.1859971599e-05
542               	-1.6764860941e-05	8.4161382353e-03	1.0960711613e-04	3.8038697125e-05	7.1568419008e-05
543               	-1.6684528885e-05	8.4141621972e-03	1.0918732696e-04	3.7909134594e-05	7.1278192364e-05
544               	-1.6604610998e-05	8.4121936042e-03	1.0876928857e-04	3.7780033285e-05	7.0989255282e-05
545               	-1.6525084603e-05	8.4102324420e-03	1.0835296776e-04	3.7651399277e-05	7.0701568483e-05
546               	-1.6445942427e-05	8.4082786884e-03	1.0793833595e-04	3.7523225548e-05	7.0415110402e-05
547               	-1.6367192740e-05	8.4063323078e-03	1.0752538704e-04	3.7395500782e-05	7.0129886262e-05
548               	-1.6288843960e-05	8.4043932480e-03	1.0711412089e-04	3.7268216483e-05	6.9845904404e-05
549               	-1.6210890353e-05	8.4024616975e-03	1.0670452765e-04	3.7141373470e-05	6.9563154176e-05
550               	-1.6133316793e-05	8.4005375673e-03	1.0629658974e-04	3.7014978075e-05	6.9281611660e-05
551               	-1.6056106287e-05	8.3986205616e-03	1.0589028709e-04	3.6889037259e-05	6.9001249833e-05
552               	-1.5979248008e-05	8.3967105109e-03	1.0548560639e-04	3.6763555189e-05	6.8722051204e-05
553               	-1.5902740687e-05	8.3948075344e-03	1.0508254031e-04	3.6638529467e-05	6.8444010840e-05
554               	-1.5826595622e-05	8.3929118355e-03	1.0468109370e-04	3.6513951225e-05	6.8167142470e-05
555               	-1.5750830989e-05	8.3910234472e-03	1.0428127849e-04	3.6389808255e-05	6.7891470233e-05
556               	-1.5675463054e-05	8.3891422502e-03	1.0388310992e-04	3.6266091908e-05	6.7617018015e-05
557               	-1.5600499990e-05	8.3872680999e-03	1.0348660418e-04	3.6142802099e-05	6.7343802080e-05
558               	-1.5525938781e-05	8.3854009373e-03	1.0309176559e-04	3.6019944011e-05	6.7071821574e-05
559               	-1.5451766592e-05	8.3835408643e-03	1.0269857939e-04	3.5897523101e-05	6.6801056285e-05
560               	-1.5377968635e-05	8.3816878373e-03	1.0230701447e-04	3.5775538598e-05	6.6531475867e-05
561               	-1.5304532296e-05	8.3798417365e-03	1.0191703282e-04	3.5653984113e-05	6.6263048705e-05
562               	-1.5231448559e-05	8.3780025903e-03	1.0152860500e-04	3.5532853938e-05	6.5995751057e-05
563               	-1.5158713625e-05	8.3761704537e-03	1.0114171924e-04	3.5412145996e-05	6.5729573245e-05
564               	-1.5086325786e-05	8.3743452808e-03	1.0075636987e-04	3.5291859150e-05	6.5464510723e-05
565               	-1.5014280615e-05	8.3725269979e-03	1.0037254430e-04	3.5171991537e-05	6.5200552766e-05
566               	-1.4942573289e-05	8.3707155547e-03	9.9990234632e-05	3.5052544027e-05	6.4937690605e-05
567               	-1.4871199488e-05	8.3689109286e-03	9.9609439581e-05	3.4933520302e-05	6.4675919279e-05
568               	-1.4800148205e-05	8.3671131095e-03	9.9230128460e-05	3.4814916025e-05	6.4415212434e-05
569               	-1.4729412409e-05	8.3653220879e-03	9.8852275247e-05	3.4696725215e-05	6.4155550032e-05
570               	-1.4658999050e-05	8.3635378462e-03	9.8475887951e-05	3.4578944926e-05	6.3896943025e-05
571               	-1.4588922048e-05	8.3617603591e-03	9.8100989981e-05	3.4461572942e-05	6.3639417039e-05
572               	-1.4519190397e-05	8.3599895958e-03	9.7727595565e-05	3.4344607386e-05	6.3382988180e-05
573               	-1.4449803280e-05	8.3582255007e-03	9.7355699675e-05	3.4228046557e-05	6.3127653118e-05
574               	-1.4380756681e-05	8.3564680697e-03	9.6985295355e-05	3.4111890997e-05	6.2873404358e-05
575               	-1.4312049281e-05	8.3547173177e-03	9.6616381858e-05	3.3996141648e-05	6.2620240210e-05
576               	-1.4243681502e-05	8.3529732107e-03	9.6248955837e-05	3.3880796417e-05	6.2368159420e-05
577               	-1.4175653813e-05	8.3512356896e-03	9.5883011479e-05	3.3765851927e-05	6.2117159552e-05
578               	-1.4107963729e-05	8.3495047309e-03	9.5518539279e-05	3.3651305911e-05	6.1867233369e-05
579               	-1.4040606619e-05	8.3477803296e-03	9.5155529016e-05	3.3537157889e-05	6.1618371127e-05
580               	-1.3973574499e-05	8.3460624632e-03	9.4793960569e-05	3.3423405785e-05	6.1370554784e-05
581               	-1.3906860729e-05	8.3443510603e-03	9.4433815764e-05	3.3310047153e-05	6.1123768611e-05
582               	-1.3840461146e-05	8.3426460018e-03	9.4075081806e-05	3.3197079757e-05	6.0878002049e-05
583               	-1.3774365144e-05	8.3409474664e-03	9.3717735211e-05	3.3084502461e-05	6.0633232750e-05
584               	-1.3708568459e-05	8.3392555396e-03	9.3361768982e-05	3.2972316032e-05	6.0389452950e-05
585               	-1.3643073489e-05	8.3375700887e-03	9.3007185825e-05	3.2860519424e-05	6.0146666401e-05
586               	-1.3577883639e-05	8.3358909557e-03	9.2653988741e-05	3.2749110731e-05	5.9904878009e-05
587               	-1.3512995359e-05	8.3342180978e-03	9.2302167245e-05	3.2638088264e-05	5.9664078982e-05
588               	-1.3448400631e-05	8.3325515558e-03	9.1951701278e-05	3.2527450008e-05	5.9424251269e-05
589               	-1.3384092074e-05	8.3308913642e-03	9.1602570195e-05	3.2417193023e-05	5.9185377172e-05
590               	-1.3320067719e-05	8.3292375089e-03	9.1254764530e-05	3.2307314545e-05	5.8947449984e-05
591               	-1.3256330004e-05	8.3275899435e-03	9.0908285034e-05	3.2197812513e-05	5.8710472522e-05
592               	-1.3192882249e-05	8.3259486161e-03	9.0563135451e-05	3.2088685477e-05	5.8474449975e-05
593               	-1.3129726005e-05	8.3243134896e-03	9.0219316267e-05	3.1979932129e-05	5.8239384139e-05
594               	-1.3066861159e-05	8.3226845432e-03	8.9876823990e-05	3.1871550836e-05	5.8005273154e-05
595               	-1.3004285069e-05	8.3210617667e-03	8.9535647953e-05	3.1763538907e-05	5.7772109046e-05
596               	-1.2941998330e-05	8.3194451420e-03	8.9195786801e-05	3.1655895070e-05	5.7539891731e-05
597               	-1.2880004050e-05	8.3178345354e-03	8.8857242071e-05	3.1548616985e-05	5.7308625085e-05
598               	-1.2818302376e-05	8.3162300897e-03	8.8520013762e-05	3.1441704505e-05	5.7078309257e-05
599               	-1.2756892807e-05	8.3146318931e-03	8.8184101178e-05	3.1335157782e-05	5.6848943396e-05
600               	-1.2695776300e-05	8.3130398215e-03	8.7849504028e-05	3.1228975714e-05	5.6620528314e-05
601               	-1.2634952533e-05	8.3114536434e-03	8.7516215237e-05	3.1123155085e-05	5.6393060152e-05
602               	-1.2574419379e-05	8.3098733055e-03	8.7184225172e-05	3.1017693207e-05	5.6166531965e-05
603               	-1.2514174786e-05	8.3082989090e-03	8.6853526740e-05	3.0912588584e-05	5.5940938156e-05
604               	-1.2454218318e-05	8.3067306060e-03	8.6524116280e-05	3.0807839823e-05	5.5716276458e-05
605               	-1.2394551171e-05	8.3051684096e-03	8.6195992560e-05	3.0703445109e-05	5.5492547451e-05
606               	-1.2335175021e-05	8.3036121974e-03	8.5869154646e-05	3.0599402302e-05	5.5269752344e-05
607               	-1.2276091108e-05	8.3020618227e-03	8.5543602291e-05	3.0495710038e-05	5.5047892253e-05
608               	-1.2217298524e-05	8.3005172310e-03	8.5219333017e-05	3.0392367985e-05	5.4826965032e-05
609               	-1.2158795032e-05	8.2989784565e-03	8.4896341343e-05	3.0289375640e-05	5.4606965703e-05
610               	-1.2100577075e-05	8.2974455446e-03	8.4574615382e-05	3.0186730617e-05	5.4387884766e-05
611               	-1.2042643573e-05	8.2959185040e-03	8.4254149798e-05	3.0084431326e-05	5.4169718472e-05
612               	-1.1984994945e-05	8.2943972949e-03	8.3934944648e-05	2.9982477379e-05	5.3952467269e-05
613               	-1.1927630694e-05	8.2928818571e-03	8.3616998659e-05	2.9880868636e-05	5.3736130023e-05
614               	-1.1870548888e-05	8.2913721358e-03	8.3300306185e-05	2.9779604204e-05	5.3520701980e-05
615               	-1.1813746978e-05	8.2898681117e-03	8.2984858860e-05	2.9678682453e-05	5.3306176408e-05
616               	-1.1757221929e-05	8.2883698010e-03	8.2670646598e-05	2.9578101370e-05	5.3092545227e-05
617               	-1.1700972032e-05	8.2868771934e-03	8.2357663413e-05	2.9477859674e-05	5.2879803738e-05
618               	-1.1644996862e-05	8.2853902552e-03	8.2045908585e-05	2.9377957430e-05	5.2667951155e-05
619               	-1.1589295745e-05	8.2839089773e-03	8.1735382877e-05	2.9278395694e-05	5.2456987183e-05
620               	-1.1533866481e-05	8.2824333587e-03	8.1426080433e-05	2.9179173735e-05	5.2246906698e-05
621               	-1.1478705870e-05	8.2809633506e-03	8.1117988961e-05	2.9080288611e-05	5.2037700350e-05
622               	-1.1423811510e-05	8.2794989042e-03	8.0811097283e-05	2.8981737132e-05	5.1829360151e-05
623               	-1.1369183247e-05	8.2780400164e-03	8.0505402898e-05	2.8883518202e-05	5.1621884696e-05
624               	-1.1314822238e-05	8.2765866832e-03	8.0200908653e-05	2.8785632088e-05	5.1415276565e-05
625               	-1.1260728858e-05	8.2751388789e-03	7.9897615559e-05	2.8688078921e-05	5.1209536638e-05
626               	-1.1206901970e-05	8.2736965635e-03	7.9595519471e-05	2.8590857766e-05	5.1004661705e-05
627               	-1.1153338594e-05	8.2722597114e-03	7.9294611156e-05	2.8493966984e-05	5.0800644172e-05
628               	-1.1100035637e-05	8.2708283190e-03	7.8994881703e-05	2.8397405214e-05	5.0597476489e-05
629               	-1.1046990936e-05	8.2694023815e-03	7.8696324799e-05	2.8301171464e-05	5.0395153335e-05
630               	-1.0994203141e-05	8.2679818761e-03	7.8398935553e-05	2.8205264636e-05	5.0193670917e-05
631               	-1.0941671048e-05	8.2665667693e-03	7.8102709021e-05	2.8109683462e-05	4.9993025558e-05
632               	-1.0889367777e-05	8.2651570373e-03	7.7807591768e-05	2.8014428107e-05	4.9793163661e-05
633               	-1.0857347199e-05	8.2637767340e-03	7.7622972979e-05	2.7954139290e-05	4.9668833689e-05
634               	-1.0775207861e-05	8.2623914852e-03	7.7182431399e-05	2.7816007839e-05	4.9366423560e-05
635               	-1.0731543936e-05	8.2610177823e-03	7.6934259374e-05	2.7735585751e-05	4.9198673623e-05
636               	-1.0665519697e-05	8.2595913889e-03	7.6556702726e-05	2.7612831666e-05	4.8943871060e-05
637               	-1.0641838000e-05	8.2581854922e-03	7.6396847979e-05	2.7556585990e-05	4.8840261989e-05
638               	-1.0578046862e-05	8.2567913492e-03	7.6039815311e-05	2.7441860793e-05	4.8597954518e-05
639               	-1.0521422781e-05	8.2554301481e-03	7.5727288202e-05	2.7342221320e-05	4.8385066883e-05
640               	-1.0496953792e-05	8.2540875589e-03	7.5581650487e-05	2.7293871452e-05	4.8287779036e-05
641               	-1.0424692078e-05	8.2527376650e-03	7.5189166471e-05	2.7169891158e-05	4.8019275313e-05
642               	-1.0382708092e-05	8.2514073155e-03	7.4950866849e-05	2.7092725333e-05	4.7858141516e-05
643               	-1.0312850445e-05	8.2500329525e-03	7.4557839042e-05	2.6966069077e-05	4.7591769966e-05
644               	-1.0286743910e-05	8.2486672517e-03	7.4385574261e-05	2.6906043221e-05	4.7479531041e-05
645               	-1.0226586007e-05	8.2472965569e-03	7.4041515929e-05	2.6794171958e-05	4.7247343971e-05
646               	-1.0195345525e-05	8.2459786825e-03	7.3858928392e-05	2.6734118672e-05	4.7124809721e-05
647               	-1.0124606904e-05	8.2446622482e-03	7.3476351828e-05	2.6613569010e-05	4.6862782818e-05
648               	-1.0089788917e-05	8.2433606597e-03	7.3274993236e-05	2.6547707701e-05	4.6727285535e-05
649               	-1.0024904517e-05	8.2420233437e-03	7.2908054165e-05	2.6429122565e-05	4.6478931600e-05
650               	-9.9974898297e-06	8.2407004548e-03	7.2731661425e-05	2.6368340883e-05	4.6363320542e-05
651               	-9.9348260460e-06	8.2393690428e-03	7.2376052383e-05	2.6253200146e-05	4.6122852238e-05
652               	-9.9040737781e-06	8.2380753734e-03	7.2192467532e-05	2.6192159988e-05	4.6000307544e-05
653               	-9.8376604327e-06	8.2367748383e-03	7.1826427705e-05	2.6075553420e-05	4.5750874285e-05
654               	-9.8065096379e-06	8.2354944776e-03	7.1640887112e-05	2.6013933918e-05	4.5626953194e-05
655               	-9.7429141199e-06	8.2341926383e-03	7.1282752310e-05	2.5898462035e-05	4.5384290275e-05
656               	-9.7145146600e-06	8.2329098911e-03	7.1105290716e-05	2.5838130698e-05	4.5267160018e-05
657               	-9.6518990128e-06	8.2316147131e-03	7.0751307410e-05	2.5723754692e-05	4.5027552718e-05
658               	-9.6227330809e-06	8.2303470364e-03	7.0572952453e-05	2.5663743146e-05	4.4909209308e-05
659               	-9.5593680742e-06	8.2290693149e-03	7.0218269105e-05	2.5549766478e-05	4.4668502627e-05
660               	-9.5302908725e-06	8.2278141517e-03	7.0040882503e-05	2.5490150379e-05	4.4550732124e-05
661               	-9.4679609743e-06	8.2265439373e-03	6.9689884399e-05	2.5376981225e-05	4.4312903174e-05
662               	-9.4397993891e-06	8.2252939769e-03	6.9515418849e-05	2.5317910036e-05	4.4197508814e-05
663               	-9.3780959202e-06	8.2240309133e-03	6.9167046659e-05	2.5205427409e-05	4.3961619250e-05
664               	-9.3501184407e-06	8.2227909717e-03	6.8993745763e-05	2.5146754441e-05	4.3846991322e-05
665               	-9.2887393336e-06	8.2215401115e-03	6.8647304009e-05	2.5034912671e-05	4.3612391338e-05
666               	-9.2611454254e-06	8.2203114113e-03	6.8475712131e-05	2.4976710640e-05	4.3499001491e-05
667               	-9.2003830374e-06	8.2190703690e-03	6.8131980547e-05	2.4865607236e-05	4.3266373311e-05
668               	-9.1731860697e-06	8.2178497850e-03	6.7962183201e-05	2.4807905531e-05	4.3154277670e-05
669               	-9.1128236165e-06	8.2166169707e-03	6.7620661724e-05	2.4697507246e-05	4.2923154479e-05
670               	-9.0858564550e-06	8.2154051185e-03	6.7452225299e-05	2.4640256195e-05	4.2811969105e-05
671               	-9.0445632141e-06	8.2142038420e-03	6.7213631703e-05	2.4562252637e-05	4.2651379066e-05
672               	-8.9712813994e-06	8.2129931353e-03	6.6810034020e-05	2.4433735611e-05	4.2376298409e-05
673               	-8.9473998088e-06	8.2117805113e-03	6.6649961658e-05	2.4377581020e-05	4.2272380638e-05
674               	-8.9187958690e-06	8.2105649537e-03	6.6464002161e-05	2.4313205211e-05	4.2150796949e-05
675               	-8.8525879036e-06	8.2093627345e-03	6.6094108913e-05	2.4194466553e-05	4.1899642360e-05
676               	-8.8245306157e-06	8.2081862568e-03	6.5923049619e-05	2.4136994194e-05	4.1786055425e-05
677               	-8.7884998461e-06	8.2070100409e-03	6.5710031729e-05	2.4066516018e-05	4.1643515711e-05
678               	-8.7206662053e-06	8.2058238382e-03	6.5331835139e-05	2.3945251364e-05	4.1386583775e-05
679               	-8.6971368327e-06	8.2046418183e-03	6.5174396028e-05	2.3890061181e-05	4.1284334847e-05
680               	-8.6663601728e-06	8.2034608826e-03	6.4980078906e-05	2.3823679280e-05	4.1156399626e-05
681               	-8.5999726660e-06	8.2022873489e-03	6.4609782508e-05	2.3704918588e-05	4.0904863920e-05
682               	-8.5741390725e-06	8.2011309814e-03	6.4447099304e-05	2.3649410580e-05	4.0797688725e-05
683               	-8.5412569135e-06	8.1999748863e-03	6.4246949310e-05	2.3582217742e-05	4.0664731569e-05
684               	-8.4754944740e-06	8.1988160746e-03	6.3878903608e-05	2.3463957330e-05	4.0414946278e-05
685               	-8.4518885777e-06	8.1976656443e-03	6.3722903725e-05	2.3409563285e-05	4.0313340440e-05
686               	-8.4210119999e-06	8.1965156961e-03	6.3529515971e-05	2.3343745985e-05	4.0185769985e-05
687               	-8.3559899590e-06	8.1953690431e-03	6.3165476745e-05	2.3226748413e-05	3.9938728331e-05
688               	-8.3318937287e-06	8.1942352737e-03	6.3009379754e-05	2.3172796148e-05	3.9836583605e-05
689               	-8.3007738767e-06	8.1931025345e-03	6.2816478178e-05	2.3107465212e-05	3.9709012966e-05
690               	-8.2544753026e-06	8.1919906737e-03	6.2552706468e-05	2.3021877931e-05	3.9530828536e-05
691               	-8.2042873233e-06	8.1908812094e-03	6.2268995940e-05	2.2930210646e-05	3.9338785293e-05
692               	-8.1632364049e-06	8.1897505525e-03	6.2022112372e-05	2.2847819781e-05	3.9174292591e-05
693               	-8.1313577630e-06	8.1886069701e-03	6.1814787637e-05	2.2776036055e-05	3.9038751581e-05
694               	-8.0991496589e-06	8.1874796023e-03	6.1610291597e-05	2.2705996139e-05	3.8904295457e-05
695               	-8.0601132077e-06	8.1863822032e-03	6.1381659838e-05	2.2630716711e-05	3.8750943127e-05
696               	-8.0165690180e-06	8.1853001664e-03	6.1134829501e-05	2.2550845733e-05	3.8583983769e-05
697               	-7.9748643870e-06	8.1842107220e-03	6.0892099589e-05	2.2471185407e-05	3.8420914181e-05
698               	-7.9379839925e-06	8.1831071007e-03	6.0665483353e-05	2.2394757684e-05	3.8270725669e-05
699               	-7.9036286963e-06	8.1820009763e-03	6.0448824206e-05	2.2320783407e-05	3.8128040799e-05
700               	-7.8679515411e-06	8.1809067824e-03	6.0229632809e-05	2.2246864864e-05	3.7982767946e-05
701               	-7.8296209547e-06	8.1798280597e-03	6.0002698417e-05	2.2171728254e-05	3.7830970163e-05
702               	-7.7902878243e-06	8.1787576904e-03	5.9772317265e-05	2.2095870808e-05	3.7676446457e-05
703               	-7.7521667447e-06	8.1776872543e-03	5.9545151152e-05	2.2020408831e-05	3.7524742320e-05
704               	-7.7158709553e-06	8.1766143785e-03	5.9323488637e-05	2.1945873363e-05	3.7377615274e-05
705               	-7.6803775057e-06	8.1755426139e-03	5.9104783515e-05	2.1872014252e-05	3.7232769263e-05
706               	-7.6444541275e-06	8.1744766442e-03	5.8885603029e-05	2.1798347387e-05	3.7087255642e-05
707               	-7.6077935375e-06	8.1734183148e-03	5.8664894384e-05	2.1724653654e-05	3.6940240729e-05
708               	-7.5709631764e-06	8.1723661690e-03	5.8443994536e-05	2.1651034092e-05	3.6792960445e-05
709               	-7.5346193901e-06	8.1713175883e-03	5.8224594880e-05	2.1577678050e-05	3.6646916830e-05
710               	-7.4989219609e-06	8.1702710818e-03	5.8007184808e-05	2.1504670443e-05	3.6502514365e-05
711               	-7.4635825424e-06	8.1692270258e-03	5.7791119772e-05	2.1431977344e-05	3.6359142429e-05
712               	-7.4282731620e-06	8.1681868271e-03	5.7575609803e-05	2.1359531739e-05	3.6216078063e-05
713               	-7.3929126341e-06	8.1671515946e-03	5.7360425346e-05	2.1287300039e-05	3.6073125307e-05
714               	-7.3576338279e-06	8.1661214054e-03	5.7145844574e-05	2.1215288459e-05	3.5930556115e-05
715               	-7.3225831392e-06	8.1650955174e-03	5.6932202819e-05	2.1143518270e-05	3.5788684549e-05
716               	-7.2877898521e-06	8.1640731133e-03	5.6719590072e-05	2.1072005184e-05	3.5647584888e-05
717               	-7.2531876710e-06	8.1630539122e-03	5.6507879377e-05	2.1000752017e-05	3.5507127359e-05
718               	-7.2187109514e-06	8.1620382277e-03	5.6296921089e-05	2.0929749593e-05	3.5367171496e-05
719               	-7.1843548301e-06	8.1610265643e-03	5.6086676413e-05	2.0858983376e-05	3.5227693036e-05
720               	-7.1501603551e-06	8.1600191866e-03	5.5877206822e-05	2.0788443056e-05	3.5088763766e-05
721               	-7.1161646757e-06	8.1590159782e-03	5.5668589338e-05	2.0718129993e-05	3.4950459345e-05
722               	-7.0823683830e-06	8.1580166199e-03	5.5460863885e-05	2.0648063560e-05	3.4812800326e-05
723               	-7.0487445330e-06	8.1570208696e-03	5.5253988061e-05	2.0578249498e-05	3.4675738564e-05
724               	-7.0152599088e-06	8.1560287053e-03	5.5047890509e-05	2.0508685346e-05	3.4539205163e-05
725               	-6.9819013185e-06	8.1550402652e-03	5.4842528442e-05	2.0439362902e-05	3.4403165539e-05
726               	-6.9486811973e-06	8.1540556839e-03	5.4637906571e-05	2.0370272088e-05	3.4267634483e-05
727               	-6.9156236460e-06	8.1530749805e-03	5.4434060939e-05	2.0301406824e-05	3.4132654116e-05
728               	-6.8827464444e-06	8.1520980798e-03	5.4231029955e-05	2.0232768533e-05	3.3998261422e-05
729               	-6.8500527369e-06	8.1511249025e-03	5.4028833134e-05	2.0164363830e-05	3.3864469304e-05
730               	-6.8175332139e-06	8.1501554073e-03	5.3827461948e-05	2.0096197760e-05	3.3731264188e-05
731               	-6.7851741995e-06	8.1491895824e-03	5.3626888012e-05	2.0028269806e-05	3.3598618205e-05
732               	-6.7529651917e-06	8.1482274333e-03	5.3427081473e-05	1.9960575545e-05	3.3466505928e-05
733               	-6.7209034610e-06	8.1472689659e-03	5.3228028443e-05	1.9893110761e-05	3.3334917683e-05
734               	-6.6889933764e-06	8.1463141850e-03	5.3029734566e-05	1.9825873907e-05	3.3203860659e-05
735               	-6.6572417423e-06	8.1453630797e-03	5.2832214440e-05	1.9758865478e-05	3.3073348962e-05
736               	-6.6256518437e-06	8.1444156207e-03	5.2635475499e-05	1.9692085906e-05	3.2943389593e-05
737               	-6.5942204042e-06	8.1434717733e-03	5.2439510141e-05	1.9625534666e-05	3.2813975475e-05
738               	-6.5629395718e-06	8.1425315174e-03	5.2244300979e-05	1.9559210918e-05	3.2685090062e-05
739               	-6.5318016393e-06	8.1415948425e-03	5.2049830897e-05	1.9493113809e-05	3.2556717088e-05
740               	-6.5008028629e-06	8.1406617522e-03	5.1856091621e-05	1.9427242947e-05	3.2428848673e-05
741               	-6.4699427529e-06	8.1397322551e-03	5.1663081155e-05	1.9361597825e-05	3.2301483330e-05
742               	-6.4392219300e-06	8.1388063476e-03	5.1470798853e-05	1.9296177496e-05	3.2174621356e-05
743               	-6.4086410276e-06	8.1378840042e-03	5.1279243735e-05	1.9230980840e-05	3.2048262895e-05
744               	-6.3782002860e-06	8.1369651846e-03	5.1088413583e-05	1.9166006506e-05	3.1922407078e-05
745               	-6.3479000068e-06	8.1360498608e-03	5.0898306629e-05	1.9101253308e-05	3.1797053321e-05
746               	-6.3177410519e-06	8.1351380285e-03	5.0708922434e-05	1.9036720165e-05	3.1672202269e-05
