# Residuals     
# Time          	p               	Ux              	Uz              	e               	k               	omega           
0.07122         	3.88264318e-04	4.55679647e-04	5.00652387e-04	6.73722507e-04	1.48358561e-06	1.90554565e-06
0.07124         	3.88532638e-04	4.55458118e-04	5.01271972e-04	6.74655290e-04	1.47964765e-06	1.91356686e-06
0.07126         	3.88804540e-04	4.55245236e-04	5.01883258e-04	6.75516506e-04	1.47572365e-06	1.90032060e-06
0.07128         	3.89099263e-04	4.55038768e-04	5.02516439e-04	6.76331605e-04	1.47156954e-06	1.85481800e-06
0.0713          	3.89405230e-04	4.54797955e-04	5.03162129e-04	6.77158419e-04	1.46783709e-06	1.81010717e-06
0.07132         	3.89691192e-04	4.54524804e-04	5.03825043e-04	6.77940500e-04	1.46297541e-06	1.81144974e-06
0.07134         	3.89947710e-04	4.54229735e-04	5.04543511e-04	6.78676845e-04	1.45808819e-06	1.83755711e-06
0.07136         	3.90174831e-04	4.53947284e-04	5.05315138e-04	6.79388944e-04	1.45449064e-06	1.87142859e-06
0.07138         	3.90374414e-04	4.53711069e-04	5.06121416e-04	6.80058834e-04	1.45040330e-06	1.89478963e-06
0.0714          	3.90586384e-04	4.53453190e-04	5.06952991e-04	6.80673964e-04	1.44701558e-06	1.88244213e-06
0.07142         	3.90795647e-04	4.53201488e-04	5.07812469e-04	6.81259559e-04	1.44349597e-06	1.83614153e-06
0.07144         	3.91008089e-04	4.52961277e-04	5.08698988e-04	6.81864189e-04	1.44044625e-06	1.78820461e-06
0.07146         	3.91220188e-04	4.52710951e-04	5.09589467e-04	6.82438325e-04	1.43695944e-06	1.78747339e-06
0.07148         	3.91404001e-04	4.52455509e-04	5.10503943e-04	6.82948114e-04	1.43256693e-06	1.81613870e-06
0.0715          	3.91573255e-04	4.52205135e-04	5.11473942e-04	6.83455152e-04	1.42853547e-06	1.85085547e-06
0.07152         	3.91737949e-04	4.51990464e-04	5.12476826e-04	6.83944472e-04	1.42540300e-06	1.86632780e-06
0.07154         	3.91887813e-04	4.51779281e-04	5.13489133e-04	6.84441224e-04	1.42338614e-06	1.85455943e-06
0.07156         	3.92050498e-04	4.51544430e-04	5.14487731e-04	6.84964593e-04	1.42130972e-06	1.82085179e-06
0.07158         	3.92237190e-04	4.51308354e-04	5.15485089e-04	6.85578280e-04	1.41900627e-06	1.76664825e-06
0.0716          	3.92413225e-04	4.51052996e-04	5.16452750e-04	6.86174066e-04	1.41637293e-06	1.77788539e-06
0.07162         	3.92589146e-04	4.50794507e-04	5.17410320e-04	6.86659127e-04	1.41277388e-06	1.81380466e-06
0.07164         	3.92802224e-04	4.50553244e-04	5.18395534e-04	6.87070851e-04	1.40880402e-06	1.83988162e-06
0.07166         	3.93058429e-04	4.50345779e-04	5.19345596e-04	6.87464973e-04	1.40614440e-06	1.85115790e-06
0.07168         	3.93334788e-04	4.50168947e-04	5.20270079e-04	6.87976907e-04	1.40265703e-06	1.83840587e-06
0.0717          	3.93595675e-04	4.49986245e-04	5.21157001e-04	6.88520707e-04	1.39972723e-06	1.80196308e-06
0.07172         	3.93833391e-04	4.49770498e-04	5.22010974e-04	6.89045031e-04	1.39609048e-06	1.76182255e-06
0.07174         	3.94054479e-04	4.49554524e-04	5.22856722e-04	6.89541905e-04	1.39276679e-06	1.76759420e-06
0.07176         	3.94244328e-04	4.49312202e-04	5.23712671e-04	6.90060986e-04	1.38981848e-06	1.81566136e-06
0.07178         	3.94412319e-04	4.49100135e-04	5.24585815e-04	6.90594938e-04	1.38653740e-06	1.85493560e-06
0.0718          	3.94576319e-04	4.48894065e-04	5.25454306e-04	6.91078441e-04	1.38338091e-06	1.86551931e-06
0.07182         	3.94703804e-04	4.48694263e-04	5.26302067e-04	6.91519852e-04	1.38038092e-06	1.85017960e-06
0.07184         	3.94860414e-04	4.48497315e-04	5.27143451e-04	6.91957464e-04	1.37755891e-06	1.80073620e-06
0.07186         	3.94997152e-04	4.48292091e-04	5.27944298e-04	6.92441370e-04	1.37454369e-06	1.74583908e-06
0.07188         	3.95159191e-04	4.48090769e-04	5.28735882e-04	6.92854100e-04	1.37051179e-06	1.74443712e-06
0.0719          	3.95286179e-04	4.47857889e-04	5.29521189e-04	6.93232138e-04	1.36660360e-06	1.78623258e-06
0.07192         	3.95410357e-04	4.47632199e-04	5.30321227e-04	6.93576633e-04	1.36377278e-06	1.82820232e-06
0.07194         	3.95510737e-04	4.47441479e-04	5.30982971e-04	6.93906089e-04	1.36071205e-06	1.84753297e-06
0.07196         	3.95591523e-04	4.47218110e-04	5.31738397e-04	6.94180278e-04	1.35846657e-06	1.83749369e-06
0.07198         	3.95682210e-04	4.46993452e-04	5.32458189e-04	6.94408306e-04	1.35588287e-06	1.79024314e-06
0.072           	3.95874422e-04	4.46783809e-04	5.33132542e-04	6.94666556e-04	1.35332789e-06	1.73951782e-06
0.07202         	3.95996883e-04	4.46570082e-04	5.33752600e-04	6.94910834e-04	1.34962934e-06	1.74148942e-06
0.07204         	3.96042674e-04	4.46338874e-04	5.34370689e-04	6.95101040e-04	1.34492932e-06	1.78114951e-06
0.07206         	3.96064259e-04	4.46099957e-04	5.35044155e-04	6.95301267e-04	1.34096468e-06	1.81042278e-06
0.07208         	3.96064689e-04	4.45911947e-04	5.35713333e-04	6.95507620e-04	1.33798604e-06	1.81690850e-06
0.0721          	3.96039080e-04	4.45718787e-04	5.36347157e-04	6.95757299e-04	1.33613035e-06	1.80235538e-06
0.07212         	3.96005202e-04	4.45499064e-04	5.36931758e-04	6.96101817e-04	1.33394084e-06	1.76436322e-06
0.07214         	3.95944375e-04	4.45276830e-04	5.37453038e-04	6.96429346e-04	1.33125074e-06	1.72184788e-06
0.07216         	3.95905509e-04	4.45027372e-04	5.37925904e-04	6.96741891e-04	1.32828306e-06	1.73101298e-06
0.07218         	3.95874667e-04	4.44761659e-04	5.38375884e-04	6.97009437e-04	1.32479831e-06	1.77443338e-06
0.0722          	3.95800448e-04	4.44497682e-04	5.38862645e-04	6.97208782e-04	1.32050924e-06	1.80417346e-06
0.07222         	3.95702683e-04	4.44256129e-04	5.39326115e-04	6.97342610e-04	1.31678754e-06	1.81170668e-06
0.07224         	3.95569704e-04	4.44053402e-04	5.39752684e-04	6.97456548e-04	1.31311390e-06	1.79641528e-06
0.07226         	3.95379655e-04	4.43835213e-04	5.40133926e-04	6.97583357e-04	1.31147729e-06	1.76365249e-06
0.07228         	3.95085866e-04	4.43582342e-04	5.40507596e-04	6.97758656e-04	1.30870645e-06	1.71603971e-06
0.0723          	3.94773503e-04	4.43358697e-04	5.40883985e-04	6.98014925e-04	1.30543222e-06	1.72014991e-06
0.07232         	3.94449679e-04	4.43107572e-04	5.41266337e-04	6.98247928e-04	1.30167980e-06	1.77517106e-06
0.07234         	3.94221674e-04	4.42873857e-04	5.41530133e-04	6.98444842e-04	1.29807853e-06	1.81848011e-06
0.07236         	3.93954715e-04	4.42658304e-04	5.41919067e-04	6.98597969e-04	1.29453230e-06	1.83955617e-06
0.07238         	3.93665882e-04	4.42448789e-04	5.42261001e-04	6.98770549e-04	1.29033513e-06	1.82323668e-06
0.0724          	3.93386766e-04	4.42233538e-04	5.42570239e-04	6.98907617e-04	1.28647651e-06	1.77423992e-06
0.07242         	3.93104371e-04	4.41995647e-04	5.42869112e-04	6.98993646e-04	1.28287531e-06	1.71024090e-06
0.07244         	3.92832410e-04	4.41740646e-04	5.43141227e-04	6.99064681e-04	1.27858872e-06	1.70481128e-06
0.07246         	3.92535340e-04	4.41461891e-04	5.43436739e-04	6.99210965e-04	1.27530783e-06	1.75806858e-06
0.07248         	3.92207234e-04	4.41169569e-04	5.43759923e-04	6.99498439e-04	1.27291242e-06	1.80385222e-06
0.0725          	3.91879624e-04	4.40930454e-04	5.44089601e-04	6.99828061e-04	1.27109742e-06	1.82669809e-06
0.07252         	3.91535326e-04	4.40664076e-04	5.44411037e-04	7.00111324e-04	1.26984362e-06	1.82092960e-06
0.07254         	3.91169653e-04	4.40393603e-04	5.44734745e-04	7.00355847e-04	1.26742967e-06	1.76204642e-06
0.07256         	3.90772031e-04	4.40146097e-04	5.45004674e-04	7.00631330e-04	1.26509134e-06	1.68987277e-06
0.07258         	3.90315368e-04	4.39899293e-04	5.45238557e-04	7.00958086e-04	1.26167984e-06	1.69229274e-06
0.0726          	3.89851797e-04	4.39628741e-04	5.45435683e-04	7.01247415e-04	1.25781282e-06	1.75582854e-06
0.07262         	3.89460618e-04	4.39339198e-04	5.45673982e-04	7.01489512e-04	1.25460941e-06	1.79283591e-06
0.07264         	3.89034541e-04	4.39098963e-04	5.45886412e-04	7.01713987e-04	1.25288948e-06	1.80014383e-06
0.07266         	3.88568373e-04	4.38869190e-04	5.46018503e-04	7.01952895e-04	1.25267178e-06	1.78510551e-06
0.07268         	3.88077761e-04	4.38601652e-04	5.46057985e-04	7.02173804e-04	1.25311895e-06	1.74081674e-06
0.0727          	3.87627786e-04	4.38317613e-04	5.46081818e-04	7.02367465e-04	1.25247502e-06	1.69098275e-06
0.07272         	3.87129575e-04	4.38022211e-04	5.46086307e-04	7.02548899e-04	1.25101521e-06	1.69321261e-06
0.07274         	3.86588358e-04	4.37707133e-04	5.46070279e-04	7.02693105e-04	1.24911391e-06	1.74919414e-06
0.07276         	3.86004406e-04	4.37393727e-04	5.46071211e-04	7.02797256e-04	1.24659102e-06	1.78648770e-06
0.07278         	3.85437874e-04	4.37104712e-04	5.46063975e-04	7.02842567e-04	1.24466186e-06	1.79856548e-06
0.0728          	3.84887968e-04	4.36832712e-04	5.46093621e-04	7.02914493e-04	1.24264192e-06	1.78554966e-06
0.07282         	3.84317834e-04	4.36560670e-04	5.46091776e-04	7.02945437e-04	1.24178957e-06	1.75756709e-06
0.07284         	3.83722973e-04	4.36255721e-04	5.46046174e-04	7.02940360e-04	1.24174964e-06	1.70160100e-06
0.07286         	3.83100888e-04	4.35963931e-04	5.45941111e-04	7.02932981e-04	1.24087862e-06	1.69076472e-06
0.07288         	3.82464983e-04	4.35645125e-04	5.45803837e-04	7.02884095e-04	1.23974498e-06	1.75300736e-06
0.0729          	3.81793230e-04	4.35317553e-04	5.45669692e-04	7.02804977e-04	1.23907999e-06	1.80386570e-06
0.07292         	3.81131585e-04	4.35007757e-04	5.45593778e-04	7.02667319e-04	1.23818360e-06	1.82691607e-06
0.07294         	3.80460395e-04	4.34706594e-04	5.45467359e-04	7.02599169e-04	1.23742891e-06	1.82346021e-06
0.07296         	3.79802812e-04	4.34413516e-04	5.45273066e-04	7.02597232e-04	1.23730927e-06	1.78983237e-06
0.07298         	3.79138954e-04	4.34113556e-04	5.45001973e-04	7.02568562e-04	1.23802154e-06	1.72417920e-06
0.073           	3.78487563e-04	4.33804510e-04	5.44722898e-04	7.02576784e-04	1.23740606e-06	1.69979716e-06
0.07302         	3.77749917e-04	4.33477783e-04	5.44423009e-04	7.02567800e-04	1.23705123e-06	1.74702822e-06
0.07304         	3.76916193e-04	4.33143533e-04	5.44166323e-04	7.02551822e-04	1.23697373e-06	1.80186290e-06
0.07306         	3.76121929e-04	4.32856574e-04	5.43933312e-04	7.02521508e-04	1.23670853e-06	1.83313714e-06
0.07308         	3.75380487e-04	4.32598168e-04	5.43671846e-04	7.02530323e-04	1.23682128e-06	1.83366658e-06
0.0731          	3.74629808e-04	4.32331437e-04	5.43345663e-04	7.02527759e-04	1.23576354e-06	1.79856388e-06
0.07312         	3.73855510e-04	4.32089560e-04	5.42975005e-04	7.02521837e-04	1.23470770e-06	1.72095285e-06
0.07314         	3.73054582e-04	4.31838126e-04	5.42560964e-04	7.02529218e-04	1.23265490e-06	1.68781607e-06
0.07316         	3.72250324e-04	4.31600593e-04	5.42146098e-04	7.02517993e-04	1.23015341e-06	1.74040513e-06
0.07318         	3.71397494e-04	4.31324912e-04	5.41798473e-04	7.02541246e-04	1.22945564e-06	1.80499250e-06
0.0732          	3.70515421e-04	4.31077533e-04	5.41449934e-04	7.02593266e-04	1.22926494e-06	1.82794389e-06
0.07322         	3.69658668e-04	4.30867779e-04	5.41062166e-04	7.02661095e-04	1.23022869e-06	1.82054143e-06
0.07324         	3.68790140e-04	4.30628168e-04	5.40664288e-04	7.02717161e-04	1.23166352e-06	1.77976842e-06
0.07326         	3.67905995e-04	4.30379657e-04	5.40246784e-04	7.02825196e-04	1.23261866e-06	1.72299721e-06
0.07328         	3.67009503e-04	4.30131950e-04	5.39798307e-04	7.02899704e-04	1.23283886e-06	1.70018215e-06
0.0733          	3.66108677e-04	4.29869616e-04	5.39329750e-04	7.02943467e-04	1.23249293e-06	1.76310737e-06
0.07332         	3.65173113e-04	4.29583773e-04	5.38876761e-04	7.02980751e-04	1.23258755e-06	1.81769682e-06
0.07334         	3.64206587e-04	4.29303077e-04	5.38436909e-04	7.03024931e-04	1.23330386e-06	1.83586846e-06
0.07336         	3.63233944e-04	4.29056495e-04	5.37983655e-04	7.03060089e-04	1.23442616e-06	1.82836428e-06
0.07338         	3.62187271e-04	4.28821864e-04	5.37499677e-04	7.03139338e-04	1.23647840e-06	1.79988292e-06
0.0734          	3.61061204e-04	4.28553683e-04	5.36987544e-04	7.03232247e-04	1.23781541e-06	1.74560114e-06
0.07342         	3.59959060e-04	4.28298090e-04	5.36437375e-04	7.03354251e-04	1.23738904e-06	1.71538401e-06
0.07344         	3.58884458e-04	4.28022664e-04	5.35855095e-04	7.03418767e-04	1.23609755e-06	1.77157897e-06
0.07346         	3.57757649e-04	4.27717308e-04	5.35265615e-04	7.03484182e-04	1.23559579e-06	1.82946132e-06
0.07348         	3.56591857e-04	4.27429417e-04	5.34669446e-04	7.03537239e-04	1.23436692e-06	1.85478456e-06
0.0735          	3.55408437e-04	4.27147055e-04	5.34051510e-04	7.03610418e-04	1.23343829e-06	1.86028286e-06
0.07352         	3.54244357e-04	4.26877557e-04	5.33414795e-04	7.03709491e-04	1.23268884e-06	1.82730704e-06
0.07354         	3.53070039e-04	4.26589100e-04	5.32753813e-04	7.03853102e-04	1.23209254e-06	1.76068428e-06
0.07356         	3.51880460e-04	4.26302783e-04	5.32064417e-04	7.04085832e-04	1.23072484e-06	1.71751671e-06
0.07358         	3.50677500e-04	4.25998582e-04	5.31351790e-04	7.04337083e-04	1.22849563e-06	1.75495898e-06
0.0736          	3.49416140e-04	4.25658535e-04	5.30649768e-04	7.04571924e-04	1.22785623e-06	1.81525135e-06
0.07362         	3.48110398e-04	4.25321593e-04	5.30001294e-04	7.04820736e-04	1.22840214e-06	1.84460700e-06
0.07364         	3.46849365e-04	4.25008838e-04	5.29374779e-04	7.05042380e-04	1.22930140e-06	1.84206252e-06
0.07366         	3.45568676e-04	4.24671692e-04	5.28745506e-04	7.05241245e-04	1.22876468e-06	1.81449377e-06
0.07368         	3.44196141e-04	4.24348587e-04	5.28107171e-04	7.05437802e-04	1.22824025e-06	1.74270753e-06
0.0737          	3.42780031e-04	4.24007245e-04	5.27462606e-04	7.05736295e-04	1.22770213e-06	1.69373412e-06
0.07372         	3.41345780e-04	4.23678874e-04	5.26810550e-04	7.06101251e-04	1.22638854e-06	1.73651250e-06
0.07374         	3.39968989e-04	4.23314906e-04	5.26150777e-04	7.06467502e-04	1.22613540e-06	1.79777905e-06
0.07376         	3.38637816e-04	4.22943791e-04	5.25533559e-04	7.06841496e-04	1.22691003e-06	1.82467455e-06
0.07378         	3.37279458e-04	4.22630698e-04	5.24913200e-04	7.07232163e-04	1.22913417e-06	1.82496030e-06
0.0738          	3.35882949e-04	4.22324329e-04	5.24268955e-04	7.07638760e-04	1.23199139e-06	1.78996467e-06
0.07382         	3.34445156e-04	4.22004441e-04	5.23602190e-04	7.08052299e-04	1.23413615e-06	1.72327014e-06
0.07384         	3.32980129e-04	4.21691795e-04	5.22909423e-04	7.08546825e-04	1.23612688e-06	1.68863312e-06
0.07386         	3.31496142e-04	4.21379068e-04	5.22212395e-04	7.09129899e-04	1.23784948e-06	1.74766189e-06
0.07388         	3.29975415e-04	4.21050622e-04	5.21539924e-04	7.09741140e-04	1.23945793e-06	1.81493719e-06
0.0739          	3.28437272e-04	4.20713442e-04	5.20931613e-04	7.10373764e-04	1.24164747e-06	1.83923583e-06
0.07392         	3.26883620e-04	4.20425528e-04	5.20324583e-04	7.11014451e-04	1.24430169e-06	1.83634664e-06
0.07394         	3.25313066e-04	4.20148098e-04	5.19697762e-04	7.11686576e-04	1.24741578e-06	1.80681916e-06
0.07396         	3.23765266e-04	4.19838882e-04	5.19072536e-04	7.12400647e-04	1.25068080e-06	1.75624977e-06
0.07398         	3.22214035e-04	4.19538471e-04	5.18445130e-04	7.13171282e-04	1.25225763e-06	1.71027951e-06
0.074           	3.20641756e-04	4.19236617e-04	5.17784449e-04	7.13986281e-04	1.25241166e-06	1.76056370e-06
0.07402         	3.19113419e-04	4.18903777e-04	5.17127763e-04	7.14774005e-04	1.25284939e-06	1.83122592e-06
0.07404         	3.17612936e-04	4.18564611e-04	5.16541250e-04	7.15551212e-04	1.25308043e-06	1.86208765e-06
0.07406         	3.16155894e-04	4.18248155e-04	5.15957144e-04	7.16309502e-04	1.25479151e-06	1.86995388e-06
0.07408         	3.14758506e-04	4.17945697e-04	5.15356795e-04	7.17092634e-04	1.25743172e-06	1.84379367e-06
0.0741          	3.13428979e-04	4.17640592e-04	5.14732751e-04	7.17866326e-04	1.26034009e-06	1.78104530e-06
0.07412         	3.12152097e-04	4.17321088e-04	5.14071790e-04	7.18706514e-04	1.26158292e-06	1.71878352e-06
0.07414         	3.10917037e-04	4.17005487e-04	5.13416744e-04	7.19573584e-04	1.26160367e-06	1.75175448e-06
0.07416         	3.09651188e-04	4.16660926e-04	5.12777194e-04	7.20436604e-04	1.26161165e-06	1.82381316e-06
0.07418         	3.08395975e-04	4.16290955e-04	5.12188319e-04	7.21316750e-04	1.26195308e-06	1.86159126e-06
0.0742          	3.07059141e-04	4.15981238e-04	5.11593060e-04	7.22179623e-04	1.26352206e-06	1.86519389e-06
0.07422         	3.05706544e-04	4.15650892e-04	5.10992805e-04	7.23050274e-04	1.26497239e-06	1.84005256e-06
0.07424         	3.04396948e-04	4.15337483e-04	5.10370442e-04	7.23910178e-04	1.26600096e-06	1.77762919e-06
0.07426         	3.03163931e-04	4.15012126e-04	5.09696852e-04	7.24767605e-04	1.26702170e-06	1.71282679e-06
0.07428         	3.01995796e-04	4.14710142e-04	5.08976139e-04	7.25670702e-04	1.26715395e-06	1.74605173e-06
0.0743          	3.00905420e-04	4.14377543e-04	5.08250472e-04	7.26598018e-04	1.26800078e-06	1.81553076e-06
0.07432         	2.99850622e-04	4.13990081e-04	5.07614377e-04	7.27489422e-04	1.26946261e-06	1.84532892e-06
0.07434         	2.98868006e-04	4.13646052e-04	5.06983845e-04	7.28413437e-04	1.27114155e-06	1.84933858e-06
0.07436         	2.97834312e-04	4.13329551e-04	5.06322948e-04	7.29315098e-04	1.27376224e-06	1.81518304e-06
0.07438         	2.96750007e-04	4.12991430e-04	5.05635768e-04	7.30231402e-04	1.27563162e-06	1.75166212e-06
0.0744          	2.95920952e-04	4.12669233e-04	5.04924727e-04	7.31198278e-04	1.27693722e-06	1.70815500e-06
0.07442         	2.95007347e-04	4.12338527e-04	5.04155312e-04	7.32267345e-04	1.27839500e-06	1.75699151e-06
0.07444         	2.94062229e-04	4.11972532e-04	5.03393087e-04	7.33331462e-04	1.28003135e-06	1.82812390e-06
0.07446         	2.93185104e-04	4.11557646e-04	5.02713721e-04	7.34343012e-04	1.28168997e-06	1.86118544e-06
0.07448         	2.92432460e-04	4.11176948e-04	5.02094405e-04	7.35343965e-04	1.28406367e-06	1.86077388e-06
0.0745          	2.91753718e-04	4.10817952e-04	5.01435237e-04	7.36308263e-04	1.28660189e-06	1.83283806e-06
0.07452         	2.91129242e-04	4.10440706e-04	5.00743397e-04	7.37261827e-04	1.28958285e-06	1.79387978e-06
0.07454         	2.90582259e-04	4.10055972e-04	5.00004862e-04	7.38255962e-04	1.29069790e-06	1.73649102e-06
0.07456         	2.90058294e-04	4.09665975e-04	4.99205501e-04	7.39295941e-04	1.29073635e-06	1.77454955e-06
0.07458         	2.89536223e-04	4.09244170e-04	4.98371334e-04	7.40329364e-04	1.29157842e-06	1.85499010e-06
0.0746          	2.89043337e-04	4.08792344e-04	4.97573795e-04	7.41357129e-04	1.29276136e-06	1.89810011e-06
0.07462         	2.88574629e-04	4.08352673e-04	4.96836115e-04	7.42352806e-04	1.29489986e-06	1.90185372e-06
0.07464         	2.88107969e-04	4.07944248e-04	4.96153617e-04	7.43342301e-04	1.29773371e-06	1.88485167e-06
0.07466         	2.87669520e-04	4.07548032e-04	4.95430267e-04	7.44313996e-04	1.30098419e-06	1.83473203e-06
0.07468         	2.87261707e-04	4.07129005e-04	4.94652689e-04	7.45325307e-04	1.30333372e-06	1.76253403e-06
0.0747          	2.86891076e-04	4.06720989e-04	4.93827595e-04	7.46348425e-04	1.30481323e-06	1.78010085e-06
0.07472         	2.86512461e-04	4.06283949e-04	4.92956851e-04	7.47333994e-04	1.30609432e-06	1.85914849e-06
0.07474         	2.86145116e-04	4.05795160e-04	4.92067275e-04	7.48326251e-04	1.30774862e-06	1.91160883e-06
0.07476         	2.85800607e-04	4.05330920e-04	4.91176185e-04	7.49425830e-04	1.30960057e-06	1.91174036e-06
0.07478         	2.85504500e-04	4.04870538e-04	4.90380022e-04	7.50482735e-04	1.31245518e-06	1.87995038e-06
0.0748          	2.85255817e-04	4.04427083e-04	4.89651640e-04	7.51516133e-04	1.31530173e-06	1.83256678e-06
0.07482         	2.85000012e-04	4.03972030e-04	4.88861826e-04	7.52545280e-04	1.31833719e-06	1.76364779e-06
0.07484         	2.84741417e-04	4.03505180e-04	4.87998664e-04	7.53640848e-04	1.31977680e-06	1.77468044e-06
0.07486         	2.84497149e-04	4.03029809e-04	4.87072524e-04	7.54732198e-04	1.32047176e-06	1.83895826e-06
0.07488         	2.84286725e-04	4.02490299e-04	4.86132483e-04	7.55785790e-04	1.32150810e-06	1.88163003e-06
0.0749          	2.84101390e-04	4.01951760e-04	4.85200004e-04	7.56810720e-04	1.32321012e-06	1.89186392e-06
0.07492         	2.83922292e-04	4.01467037e-04	4.84289750e-04	7.57806874e-04	1.32606378e-06	1.86875244e-06
0.07494         	2.83744106e-04	4.00953654e-04	4.83425720e-04	7.58805580e-04	1.32849907e-06	1.81555037e-06
0.07496         	2.83581200e-04	4.00443380e-04	4.82569588e-04	7.59814313e-04	1.33033915e-06	1.75565808e-06
0.07498         	2.83425225e-04	3.99924443e-04	4.81661822e-04	7.60889260e-04	1.33154604e-06	1.78140144e-06
0.075           	2.83310368e-04	3.99395584e-04	4.80707730e-04	7.61964449e-04	1.33263999e-06	1.85205185e-06
0.07502         	2.83202357e-04	3.98811456e-04	4.79732724e-04	7.63011412e-04	1.33410619e-06	1.90416271e-06
0.07504         	2.83128407e-04	3.98216078e-04	4.78766022e-04	7.64015080e-04	1.33601516e-06	1.91307966e-06
0.07506         	2.83119782e-04	3.97680508e-04	4.77759418e-04	7.64962269e-04	1.33811208e-06	1.89113887e-06
0.07508         	2.83125018e-04	3.97142810e-04	4.76788944e-04	7.65858488e-04	1.34140100e-06	1.85842844e-06
0.0751          	2.83131162e-04	3.96586018e-04	4.75873322e-04	7.66792763e-04	1.34327929e-06	1.79442934e-06
0.07512         	2.83140884e-04	3.96039968e-04	4.74944915e-04	7.67830346e-04	1.34407642e-06	1.79081509e-06
0.07514         	2.83145623e-04	3.95467799e-04	4.73987398e-04	7.68875448e-04	1.34549298e-06	1.87271272e-06
0.07516         	2.83159648e-04	3.94849997e-04	4.72998361e-04	7.69886574e-04	1.34735051e-06	1.92973742e-06
0.07518         	2.83182291e-04	3.94214358e-04	4.71993362e-04	7.70886162e-04	1.34972619e-06	1.95403259e-06
0.0752          	2.83193153e-04	3.93625503e-04	4.70932351e-04	7.71829706e-04	1.35249798e-06	1.94388600e-06
0.07522         	2.83211533e-04	3.93053838e-04	4.69865743e-04	7.72725735e-04	1.35585021e-06	1.89548556e-06
0.07524         	2.83244443e-04	3.92469189e-04	4.68866093e-04	7.73569824e-04	1.35850538e-06	1.82098271e-06
0.07526         	2.83274341e-04	3.91889209e-04	4.67913992e-04	7.74526064e-04	1.35932298e-06	1.80257163e-06
0.07528         	2.83299369e-04	3.91291501e-04	4.66973444e-04	7.75412642e-04	1.35966968e-06	1.87021519e-06
0.0753          	2.83372086e-04	3.90654189e-04	4.66005200e-04	7.76282060e-04	1.36058588e-06	1.93551025e-06
0.07532         	2.83471086e-04	3.89998442e-04	4.65058066e-04	7.77073073e-04	1.36138046e-06	1.96086696e-06
0.07534         	2.83591447e-04	3.89402238e-04	4.64047869e-04	7.77942979e-04	1.36416485e-06	1.94163789e-06
0.07536         	2.83708785e-04	3.88819727e-04	4.62957355e-04	7.78808787e-04	1.36633402e-06	1.88960239e-06
0.07538         	2.83851356e-04	3.88253719e-04	4.61811083e-04	7.79663269e-04	1.36860304e-06	1.80266807e-06
0.0754          	2.83973329e-04	3.87660593e-04	4.60835310e-04	7.80484275e-04	1.36975216e-06	1.79757259e-06
0.07542         	2.84094310e-04	3.87068292e-04	4.59911185e-04	7.81338769e-04	1.36999428e-06	1.84558891e-06
0.07544         	2.84211390e-04	3.86453796e-04	4.58999649e-04	7.82123251e-04	1.37093109e-06	1.90468358e-06
0.07546         	2.84353673e-04	3.85791152e-04	4.58106812e-04	7.82884974e-04	1.37240611e-06	1.92771355e-06
0.07548         	2.84498606e-04	3.85210195e-04	4.57177206e-04	7.83554934e-04	1.37472632e-06	1.92000865e-06
0.0755          	2.84631517e-04	3.84619679e-04	4.56186177e-04	7.84219560e-04	1.37696067e-06	1.86703892e-06
0.07552         	2.84759643e-04	3.84032258e-04	4.55078957e-04	7.84853165e-04	1.37851222e-06	1.79427188e-06
0.07554         	2.84864450e-04	3.83434286e-04	4.53960893e-04	7.85516871e-04	1.38004056e-06	1.77554194e-06
0.07556         	2.84949608e-04	3.82842856e-04	4.53053538e-04	7.86167760e-04	1.38074798e-06	1.83693657e-06
0.07558         	2.85024727e-04	3.82209796e-04	4.52144753e-04	7.86772544e-04	1.38165820e-06	1.90966363e-06
0.0756          	2.85103019e-04	3.81528578e-04	4.51287967e-04	7.87304561e-04	1.38289521e-06	1.93659505e-06
0.07562         	2.85180005e-04	3.80914598e-04	4.50395118e-04	7.87800003e-04	1.38411285e-06	1.92952957e-06
0.07564         	2.85248783e-04	3.80328753e-04	4.49423222e-04	7.88243683e-04	1.38648560e-06	1.89485891e-06
0.07566         	2.85323910e-04	3.79709746e-04	4.48369178e-04	7.88662991e-04	1.38825979e-06	1.84072763e-06
0.07568         	2.85383223e-04	3.79093889e-04	4.47272136e-04	7.89088221e-04	1.38845162e-06	1.78666121e-06
0.0757          	2.85425544e-04	3.78457614e-04	4.46241971e-04	7.89533605e-04	1.38831896e-06	1.85144761e-06
0.07572         	2.85467838e-04	3.77790613e-04	4.45319844e-04	7.90006805e-04	1.38908243e-06	1.92413101e-06
0.07574         	2.85498290e-04	3.77084438e-04	4.44452976e-04	7.90535215e-04	1.39058524e-06	1.95802563e-06
0.07576         	2.85536461e-04	3.76424016e-04	4.43597078e-04	7.91118192e-04	1.39318482e-06	1.96444089e-06
0.07578         	2.85575469e-04	3.75807240e-04	4.42686461e-04	7.91721775e-04	1.39588788e-06	1.94076660e-06
0.0758          	2.85614862e-04	3.75173731e-04	4.41667071e-04	7.92410619e-04	1.39868612e-06	1.86404711e-06
0.07582         	2.85627775e-04	3.74526698e-04	4.40603832e-04	7.93154701e-04	1.39986892e-06	1.80593333e-06
0.07584         	2.85643598e-04	3.73865701e-04	4.39523831e-04	7.93938569e-04	1.40034656e-06	1.84825498e-06
